year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Accountancy (Hons) and Bachelor of Business (Hons),97.2,94.3,3830,3500,3892,3600,3013,4317
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),93,80.8,3530,3300,3643,3300,3000,3800
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Science),100,95,5036,4750,5225,5000,4000,5362
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),80,75,3645,3492,3702,3500,3250,4210
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Aerospace Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),78.3,65.2,3326,3200,3486,3419,3000,3825
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering),82.3,75.3,3326,3200,3577,3500,3200,4000
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),98.5,96.9,3373,3300,3442,3400,3190,3675
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Civil Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),95.1,87.8,3667,3600,3743,3600,3450,3925
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Science),92.4,86.7,4078,3750,4160,3850,3500,4500
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Engineering) **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),89.3,85,3532,3500,3657,3600,3200,4000
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Environmental Engineering),71.8,64.1,3538,3475,3588,3635,3200,3950
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Information Engineering & Media),86.9,78.7,3685,3677,3790,3700,3350,4200
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Information Engineering & Media) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Science (Hons) (Maritime Studies),92.2,92.2,3279,3200,3333,3320,3000,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Materials Engineering),84.9,75.6,3288,3200,3434,3375,3200,3700
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Materials Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Mechanical Engineering),82.7,74.9,3422,3300,3579,3450,3100,4000
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Mechanical Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Fine Arts (Hons),88.5,54,2862,2800,2909,2800,2500,3200
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Chinese,84.6,67.7,3119,3300,3147,3300,2750,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Communication Studies (Hons),92.6,62.2,3134,3000,3184,3000,2775,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Economics,84.7,75.5,3286,3200,3379,3240,3000,3720
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in English,77.8,50.8,3042,3000,3149,3000,2800,3300
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in History,86,68.4,3206,3100,3265,3200,3000,3600
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Linguistics And Multilingual Studies,80,60,3042,3000,3117,3100,2600,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Philosophy **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Psychology,78.9,59.2,3107,3107,3151,3200,2890,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Public Policy And Global Affairs,74.1,66.7,3353,3300,3479,3395,3160,3750
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Sociology,77.6,62.1,3263,3200,3309,3228,2970,3500
2017,Nanyang Technological University,College of Sciences,Double Degree in Bachelor of Science (Hons) in Biomedical Sciences and Bachelor of Medicine (Chinese Medicine) #,92,80,2722,2928,2792,2950,2500,3035
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Biological Sciences,80.4,62.6,3177,3100,3255,3200,3000,3500
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Chemistry & Biological Chemistry,70.1,51.1,3035,3000,3173,3100,2800,3488
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematical Sciences,89.7,79.5,3517,3400,3580,3500,3100,3800
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematics & Economics,89.8,83.1,3504,3290,3625,3400,3013,3775
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Physics/Applied Physics,81.6,61.8,3367,3300,3490,3300,3000,3819
2017,Nanyang Technological University,Sports Science and Management,Bachelor of Science (Hons) (Sport Science & Management),81.1,48.6,3372,3285,3486,3450,2800,4000
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),100,100,3489,3600,3589,3600,3500,3800
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),100,100,3610,3603,3701,3701,3500,3958
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,85.8,61.9,3005,3000,3107,3000,2700,3300
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88.2,66.7,3309,3300,3391,3360,3000,3600
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.3,74.7,3365,3300,3443,3300,3000,3750
2017,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,100,100,4124,4050,4143,4050,4000,4400
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),90.6,81.3,3215,3200,3367,3300,3000,3700
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),87.8,81.3,3550,3500,3727,3600,3300,4000
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),95.5,90.9,3361,3300,3427,3300,3135,3700
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),89.4,86.5,3529,3500,3641,3600,3300,3900
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),76.5,64.7,3783,3600,3827,3675,3440,4200
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),86.3,71.2,3425,3100,3546,3350,3000,3800
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),93.3,89.9,3905,3725,4035,3875,3450,4200
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),94,86,3269,3200,3570,3388,3200,3950
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),87.3,82.3,3537,3400,3657,3450,3100,4000
2017,National University of Singapore,Faculty of Law,Bachelor of Laws #,95.8,92.3,4958,5000,5121,5000,4500,5600
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,na,na,na,na,na,na,na,na
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),82.1,50,3186,3075,3187,3085,2800,3200
2017,National University of Singapore,Faculty of Science,Bachelor of Science,76.9,54.5,3053,3000,3214,3082,2800,3400
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),85.9,69.3,3340,3200,3435,3300,3000,3700
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,99.1,94.5,3473,3500,3616,3600,3500,3800
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration,94.9,87.3,3770,3400,4031,3500,3000,4333
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),98.2,93.6,4272,3725,4388,3800,3450,4782
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),97.2,94.4,3396,3000,3473,3025,3000,3600
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),100,100,3689,3100,3744,3125,3000,4023
2017,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),93.5,89.4,4510,4200,4628,4285,3656,5000
2017,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),94.5,91.8,4061,4000,4192,4000,3550,4592
2017,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),97.6,97.6,4114,3810,4203,4000,3500,4766
2017,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,91.3,86.4,4037,4000,4079,4000,3780,4300
2017,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),93.3,60,3034,2890,3079,2920,2600,3200
2017,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),90.8,81.7,3105,3000,3162,3000,2900,3300
2017,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),93.8,88.7,3090,3000,3168,3000,2800,3300
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine And Bachelor Of Surgery #,100,100,4367,4500,4882,5000,4500,5305
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),97.4,97.4,3165,3200,3328,3400,3200,3450
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),91.8,89.8,3280,3300,3462,3500,3300,3650
2017,National University of Singapore,YST Conservatory Of Music,Bachelor of Music,73.3,26.7,2298,2025,2500,2225,2050,2950
2017,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,93.5,76.6,3812,3500,3956,3500,3075,4000
2017,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,91.7,75,4362,4083,4362,4083,3600,4875
2017,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),89.4,84.7,4010,3600,4131,3900,3588,4500
2017,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,88.7,62.3,3297,3200,3419,3300,3000,3600
2017,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy,98,96.6,3569,3000,3646,3000,2920,3600
2017,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy Cum Laude and above,97.8,97.8,4037,3200,4089,3200,3000,4645
2017,Singapore Management University,School of Business (4-years programme) *,Business Management,93.3,85.7,3862,3475,3995,3500,3050,4362
2017,Singapore Management University,School of Business (4-years programme) *,Business Management Cum Laude and above,95.8,92,4364,3880,4504,4000,3300,5000
2017,Singapore Management University,School of Economics (4-years programme) *,Economics,91.3,82.6,4013,3600,4143,3700,3300,4583
2017,Singapore Management University,School of Economics (4-years programme) *,Economics Cum Laude and above,93.2,90.5,4591,4000,4737,4100,3600,5113
2017,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management,95.1,91.3,3922,3905,4014,4000,3550,4500
2017,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management Cum Laude and above,96.1,94.1,4211,4334,4305,4334,4000,4750
2017,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences,91.3,78,3344,3250,3493,3300,3000,3750
2017,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences Cum Laude and above,87.9,81.8,3810,3600,3938,3630,3300,4000
2017,Singapore Management University,School of Law (4-years programme) *,Law #,97.6,94,4778,4500,4941,5000,4000,5840
2017,Singapore Management University,School of Law (4-years programme) *,Law Cum Laude and above #,97.9,97.9,5163,5450,5287,5600,4200,6000
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,96.2,92.3,3040,3000,3067,3000,2800,3200
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation ^,88.5,69.2,2859,2825,2876,2875,2700,3000
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design ^,100,100,3232,3250,3291,3250,2900,3600
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.9,90.6,3898,3800,3904,3800,3558,4140
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,90.7,68.5,2819,2600,2949,2700,2500,3200
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,87.2,2818,2700,2841,2700,2500,3000
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,77.3,62.1,3061,3100,3290,3255,2975,3600
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.4,88.9,3191,3200,3269,3200,3000,3450
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,96.2,88.5,3461,3300,3541,3500,3000,4000
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,90.5,85.7,3063,3000,3145,3000,2800,3350
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,95.5,95.5,3451,3300,3537,3300,3200,3500
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,100,86.7,3792,3300,3866,3300,3300,3950
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,97.7,79.1,2784,2600,2980,2700,2475,3200
2017,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Chemical Engineering,84.5,74.1,3061,3000,3301,3200,3000,3375
2017,Singapore Institute of Technology,Technische Universit�t M�nchen,Bachelor of Science in Electrical Engineering & Information Technology,82.8,82.8,3504,3175,3591,3400,3000,4000
2017,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,87.9,54.5,2357,2300,2598,2300,2200,3259
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,na,na,na,na,na,na,na,na
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,97.1,3217,3250,3258,3300,3020,3450
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,96.8,3483,3350,3489,3400,3300,3500
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na,na,na,na,na
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.3,65.6,3367,3100,3481,3200,2950,3700
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,80,52.5,3207,3125,3280,3125,2625,3650
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,96.6,87.9,3608,3100,3670,3200,3000,3700
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,94.6,86.5,3412,3050,3595,3400,3000,4000
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,95.8,85.9,3633,3600,3724,3600,3300,4200
2017,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,98.2,96.5,3507,3400,3741,3650,3600,3900
2017,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,86.4,69.5,3759,3800,3825,3800,3050,4160
2017,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,96.4,92.9,2883,2900,2890,2900,2800,3000
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Accountancy with Honours,94.1,92.1,3073,3050,3113,3088,2975,3250
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Hospitality Business with Honours ^,94.7,84.2,2713,2700,2829,2800,2500,3100
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),89.9,87.3,3594,3600,3638,3600,3450,3800
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),100,100,4146,4000,4175,4023,3600,4900
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),91.7,85.4,3856,3800,3956,3850,3600,4210
2017,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design) ###,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,94.6,92.2,3214,3000,3245,3000,3000,3200
2018,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,99.2,97.7,4391,4000,4456,4000,3600,4633
2018,Nanyang Technological University,College of Business (Nanyang Business School),Business,92.6,84.3,3646,3500,3776,3500,3200,4000
2018,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing ^,100,100,4536,4450,4572,4575,4200,4900
2018,Nanyang Technological University,College of Engineering,Aerospace Engineering,95.3,88.4,3710,3625,3873,3800,3365,4280
2018,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Bioengineering,77.5,66.2,3457,3500,3660,3500,3200,4000
2018,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Chemical & Biomolecular Engineering,91.6,86,3461,3500,3782,3600,3300,4200
2018,Nanyang Technological University,College of Engineering,Chemical & Biomolecular Engineering and Economics **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Civil Engineering,96.5,96.5,3521,3400,3597,3500,3200,3816
2018,Nanyang Technological University,College of Engineering,Computer Engineering,95.8,95.8,3749,3700,3865,3775,3400,4200
2018,Nanyang Technological University,College of Engineering,Computer Engineering and Economics **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Computer Science,94.4,93,3970,3800,4062,4000,3500,4500
2018,Nanyang Technological University,College of Engineering,Electrical & Electronic Engineering,92.7,91,3625,3500,3772,3600,3323,4000
2018,Nanyang Technological University,College of Engineering,Environmental Engineering,92.1,81.6,3388,3360,3485,3400,3000,3500
2018,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Information Engineering & Media,93.2,89,3724,3725,3800,3750,3500,4140
2018,Nanyang Technological University,College of Engineering,Maritime Studies,93.3,90,3351,3300,3409,3350,3000,3640
2018,Nanyang Technological University,College of Engineering,Materials Engineering,86.5,81.9,3457,3400,3650,3500,3200,4000
2018,Nanyang Technological University,College of Engineering,Mechanical Engineering,85.6,81.1,3448,3500,3653,3500,3200,4000
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",85.7,53.8,2930,2800,2986,3000,2600,3300
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,86.4,76.3,3149,3150,3260,3500,3000,3518
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,95,84.2,3085,3000,3166,3000,2750,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,90.1,84,3604,3500,3755,3536,3200,3959
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,81.6,59.2,3051,3000,3124,3000,2600,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,74.4,56.4,3593,3500,3719,3500,3260,4150
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics & Multilingual Studies,79.2,45.8,3074,3200,3091,3200,2900,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,80,76,3031,3000,3126,3000,2550,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,90.1,78,3316,3300,3355,3370,3000,3684
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,80.6,71,3501,3350,3619,3350,3050,4018
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,80.2,60.4,3275,3175,3374,3220,3000,3841
2018,Nanyang Technological University,College of Sciences,Biological Sciences,80.1,67,3232,3200,3319,3250,3035,3650
2018,Nanyang Technological University,College of Sciences,Biomedical Sciences **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine # ^,90.9,81.8,2941,3000,2953,3000,2700,3100
2018,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,77.6,63.9,3205,3167,3427,3200,3000,3725
2018,Nanyang Technological University,College of Sciences,Environmental Earth Systems Science ^,76.2,57.1,3347,3440,3389,3440,3150,3900
2018,Nanyang Technological University,College of Sciences,Mathematical Sciences,87.1,75.9,3661,3600,3744,3650,3360,4000
2018,Nanyang Technological University,College of Sciences,Mathematics & Economics,96.3,83.3,3481,3500,3569,3600,3200,4000
2018,Nanyang Technological University,College of Sciences,Physics & Applied Physics,80.2,74.1,3468,3300,3576,3400,3025,3800
2018,Nanyang Technological University,National Institute of Education (NIE),Arts (With Education),100,99.2,3618,3750,3751,3800,3600,3806
2018,Nanyang Technological University,National Institute of Education (NIE),Science (With Education),100,100,3600,3800,3738,3800,3600,4000
2018,Nanyang Technological University,Sports Science and Management,Sport Science and Management,87,61.1,3172,3200,3382,3300,3000,3600
2018,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine ##,na,na,na,na,na,na,na,na
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,83.7,56.6,3169,3070,3322,3200,2800,3600
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),87.5,60.8,3290,3300,3377,3300,3000,3600
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.2,74.5,3459,3400,3526,3400,3200,3800
2018,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4148,4050,4228,4050,4000,4450
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),79.4,69.8,3357,3300,3444,3389,3280,3650
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),89.9,84.1,3768,3700,4050,4000,3500,4300
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),91.8,89.8,3520,3500,3627,3500,3300,3900
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,83.4,3712,3600,3982,3700,3400,4546
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),88.9,74.6,3411,3300,3518,3400,3000,3868
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),91.5,87.8,3889,3800,4051,3895,3600,4500
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),88.6,86.4,3550,3600,3794,3600,3500,4305
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),92.8,86.9,3684,3500,3877,3700,3300,4100
2018,National University of Singapore,Faculty of Law,Bachelor of Laws #,97.3,92.6,5070,5000,5263,5500,4500,5840
2018,National University of Singapore,Faculty of Science,Bachelor of Science,81.6,47.2,3146,3000,3289,3100,2900,3850
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),87.3,72.8,3371,3300,3460,3400,3000,3725
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,96.6,93.2,3549,3500,3723,3650,3500,3900
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration,95.7,84.8,3633,3150,3732,3225,3000,3750
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),96.6,90.9,4286,3800,4424,3895,3300,4748
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,95.2,95.2,3209,3000,3522,3020,2700,3500
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97.6,95.3,3643,3100,3683,3200,3000,4000
2018,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96.9,91.8,4577,4280,4658,4320,3900,5000
2018,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),98.4,95.3,4338,4375,4472,4458,4000,5000
2018,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),93.5,93.5,4432,4400,4499,4500,4000,5000
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) # **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),87,69.6,3309,3200,3371,3250,3000,3800
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),89,84.6,3189,3040,3237,3060,3000,3300
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),91.7,85.1,3295,3300,3372,3300,3000,3600
2018,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery # **,na,na,na,na,na,na,na,na
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),94.6,94.6,3230,3250,3469,3450,3300,3500
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),98,98,3306,3350,3546,3550,3400,3750
2018,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,81,23.8,2000,1750,2100,1800,1500,2700
2018,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,90.5,81.1,4283,3600,4381,3630,3275,4642
2018,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,89.5,78.9,5017,4800,5136,4800,3600,6435
